subject_test,split_type,split,fs_method,model,y_true,y_pred,y_prob
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.1991686224937439, 0.7850794196128845, 0.015513901598751545, 0.00023811505525372922]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9937566518783569, 2.6722104848886374e-06, 0.0016542127123102546, 0.004586480557918549]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.013250641524791718, 0.5214505791664124, 0.00024174137797672302, 0.46505701541900635]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.00022952574363444, 0.02051454223692417, 0.9787823557853699, 0.00047362310579046607]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.011324628256261349, 0.7366083264350891, 0.0035440512001514435, 0.24852301180362701]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.020510230213403702, 0.009456121362745762, 0.9700180888175964, 1.550036176922731e-05]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[6.72169408062473e-05, 0.07127247750759125, 0.9221622943878174, 0.006498104892671108]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.012652571313083172, 0.011782145127654076, 0.01078661996871233, 0.96477872133255]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.018389126285910606, 0.0006045329500921071, 0.9548295140266418, 0.02617678977549076]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.012983796186745167, 0.043264444917440414, 0.8343481421470642, 0.10940363258123398]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0699736550450325, 0.032357849180698395, 0.004500131588429213, 0.8931683897972107]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.02360556460916996, 0.01798512414097786, 0.012554203160107136, 0.9458550810813904]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0169808529317379, 0.0013015753356739879, 0.00015927947242744267, 0.9815582633018494]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[6.5196021751035e-05, 0.0326116569340229, 0.00018689941498450935, 0.9671362638473511]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.002044375753030181, 3.4931974369101226e-05, 0.0005645935307256877, 0.9973560571670532]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.01825278252363205, 0.0019688706379383802, 0.6890790462493896, 0.290699303150177]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.02066742070019245, 0.5182709097862244, 0.18591095507144928, 0.27515068650245667]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.6768453121185303, 0.08408129960298538, 0.1263880431652069, 0.11268532276153564]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.8920585513114929, 0.01591108925640583, 0.04633096233010292, 0.04569943621754646]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.003959546331316233, 0.6203917264938354, 0.0037490753456950188, 0.37189966440200806]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.042886510491371155, 0.13736768066883087, 0.8046349883079529, 0.015110859647393227]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.009247729554772377, 0.004284522030502558, 0.034407131373882294, 0.9520606398582458]"
A01,inter_subject,train,pca_32,nn_erm,1,0,"[0.3846357762813568, 0.3574543297290802, 0.0018244306556880474, 0.25608542561531067]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.05126895010471344, 0.0006761804106645286, 0.7711909413337708, 0.1768639087677002]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.5860504508018494, 0.2104102522134781, 0.08191561698913574, 0.12162362039089203]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.5705223083496094, 0.15809985995292664, 0.07539931684732437, 0.1959785372018814]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7164285778999329, 0.08861814439296722, 0.007295297924429178, 0.1876579225063324]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.01701251231133938, 0.05552331358194351, 0.005133837927132845, 0.9223304390907288]"
A01,inter_subject,train,pca_32,nn_erm,1,3,"[0.14051613211631775, 0.1596398949623108, 0.00209804717451334, 0.6977459192276001]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.006455759983509779, 0.9917337894439697, 2.2180945791205886e-07, 0.001810288056731224]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.6812865138053894, 0.034112535417079926, 0.00024864161969162524, 0.2843523323535919]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.21402724087238312, 0.10002803057432175, 0.0011688289232552052, 0.6847759485244751]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.31889575719833374, 0.09030355513095856, 0.39396369457244873, 0.19683705270290375]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.2192743718624115, 0.04277174174785614, 0.006072235759347677, 0.7318816781044006]"
A01,inter_subject,train,pca_32,nn_erm,1,3,"[0.027207568287849426, 0.1627165973186493, 0.0021081785671412945, 0.8079676032066345]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0017029274022206664, 0.0019472854910418391, 0.021366167813539505, 0.9749836325645447]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.04986683279275894, 0.036255963146686554, 0.03248026967048645, 0.8813968300819397]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.001547336345538497, 0.10835753381252289, 0.7573609352111816, 0.13273417949676514]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9981010556221008, 0.0005445115966722369, 1.0299402219970943e-06, 0.0013533933088183403]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.005232085939496756, 0.004262363538146019, 2.841078458004631e-05, 0.9904770851135254]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.00303457910194993, 0.004478980787098408, 0.09237073361873627, 0.9001156687736511]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.012815582565963268, 0.7640516757965088, 0.15643535554409027, 0.0666973665356636]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.13391834497451782, 0.0019898333121091127, 0.14460410177707672, 0.719487726688385]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.017670322209596634, 0.013731129467487335, 0.000572680146433413, 0.9680258631706238]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.015413573011755943, 0.8912661075592041, 0.008041918277740479, 0.0852784812450409]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7758029699325562, 0.18915261328220367, 0.01657739095389843, 0.018467023968696594]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.004278857726603746, 0.9954608082771301, 8.697596058482304e-05, 0.00017339746409561485]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.027716469019651413, 0.04550984129309654, 0.8734715580940247, 0.05330212041735649]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.048189230263233185, 0.004989977926015854, 0.7485970854759216, 0.19822372496128082]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0011520403204485774, 7.476573955500498e-05, 0.998390793800354, 0.00038235890679061413]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.036959607154130936, 0.15014667809009552, 0.1608181595802307, 0.6520755887031555]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.07678316533565521, 0.002067084424197674, 0.7504852414131165, 0.1706644892692566]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9084806442260742, 0.07734157890081406, 0.011594041250646114, 0.0025836823042482138]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.04944813624024391, 0.014936152845621109, 0.029770810157060623, 0.9058448672294617]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.016120312735438347, 0.967818558216095, 0.0004891154239885509, 0.015571965835988522]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0636596828699112, 0.11043352633714676, 0.7501915097236633, 0.07571520656347275]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.015431187115609646, 0.9222717881202698, 0.017515618354082108, 0.044781338423490524]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0002481218834873289, 0.010682160034775734, 0.9890195727348328, 5.004555350751616e-05]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0001815911673475057, 0.031562406569719315, 0.0017248742515221238, 0.9665311574935913]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.1418510526418686, 0.5827586054801941, 0.001966275740414858, 0.27342405915260315]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.03605629503726959, 0.061124227941036224, 0.8455109000205994, 0.05730858072638512]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9914404153823853, 0.003689471399411559, 0.0015818524407222867, 0.0032883069943636656]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.364780455827713, 0.011100264266133308, 0.0006629243725910783, 0.6234563589096069]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.03979244455695152, 0.07495593279600143, 0.10536406934261322, 0.7798875570297241]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.13567520678043365, 0.08437153697013855, 0.040743742138147354, 0.7392095327377319]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.11897847801446915, 0.874016523361206, 0.0038739368319511414, 0.0031310913618654013]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.8624212741851807, 0.045496318489313126, 0.08069685846567154, 0.011385567486286163]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.008426795713603497, 0.03759990260004997, 0.7534136772155762, 0.20055964589118958]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.697617769241333, 0.16180714964866638, 0.009403000585734844, 0.1311720758676529]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.045495811849832535, 0.10724402219057083, 0.8333890438079834, 0.013871210627257824]"
A01,inter_subject,train,pca_32,nn_erm,1,3,"[0.0814337357878685, 0.09941254556179047, 0.2842639684677124, 0.5348897576332092]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.06746196001768112, 0.019303210079669952, 0.14078697562217712, 0.7724478840827942]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9683005213737488, 0.010475696995854378, 0.013332384638488293, 0.007891438901424408]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.09488896280527115, 0.0681450292468071, 0.7209106087684631, 0.11605539917945862]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0034219350200146437, 0.014073115773499012, 0.9808315634727478, 0.0016733831726014614]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7863507866859436, 0.038829438388347626, 0.06806837022304535, 0.10675128549337387]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0001459341001464054, 0.061971504241228104, 0.5439058542251587, 0.39397668838500977]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.037704095244407654, 0.44811514019966125, 0.40610188245773315, 0.10807886719703674]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.007805518340319395, 0.010823632590472698, 4.840791370952502e-05, 0.9813225269317627]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.03127073869109154, 0.07458945363759995, 0.0036876427475363016, 0.8904522657394409]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.04106336459517479, 0.05976809933781624, 0.09594585001468658, 0.8032225966453552]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0023932033218443394, 0.1395358145236969, 0.6019787192344666, 0.25609225034713745]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.4259343445301056, 0.05444476380944252, 0.003178369253873825, 0.5164425373077393]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.00899486429989338, 0.023496897891163826, 0.004229645244777203, 0.9632786512374878]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.007305660750716925, 0.8708953857421875, 0.027436815202236176, 0.09436219930648804]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.010232898406684399, 0.009052942506968975, 0.00886959582567215, 0.971844494342804]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.04169159755110741, 0.8417747020721436, 0.002110427711158991, 0.11442334204912186]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.8277608752250671, 0.08680734783411026, 0.06609600782394409, 0.019335830584168434]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.09364381432533264, 0.026614410802721977, 0.7440693378448486, 0.13567237555980682]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.027502331882715225, 0.9622512459754944, 0.0102460952475667, 3.1396132271765964e-07]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7560871839523315, 0.047947581857442856, 0.07361705601215363, 0.12234815210103989]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.04009949415922165, 0.002362241502851248, 0.9225580096244812, 0.034980230033397675]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.017590932548046112, 0.05894208326935768, 0.91737300157547, 0.00609402172267437]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.743141233921051, 0.25062263011932373, 0.004012614022940397, 0.0022235154174268246]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.005599085707217455, 0.0005950213526375592, 0.9643949270248413, 0.029410945251584053]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0017777475295588374, 0.006630744785070419, 3.773194839595817e-05, 0.9915537238121033]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.012181974947452545, 0.03192459046840668, 0.007127754390239716, 0.948765754699707]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.1608624905347824, 0.7652356624603271, 0.037830185145139694, 0.03607168793678284]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9984458088874817, 0.00029356812592595816, 7.713587547186762e-05, 0.001183482352644205]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.00037539913319051266, 0.8644895553588867, 6.765850412193686e-05, 0.135067418217659]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.07060647010803223, 0.006832330022007227, 0.06546325236558914, 0.857097864151001]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.2163928747177124, 0.7189523577690125, 0.06450531631708145, 0.0001494765601819381]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.22494783997535706, 0.005592793691903353, 0.0008413627510890365, 0.7686180472373962]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0014084724243730307, 0.015097054652869701, 0.9527016878128052, 0.03079274855554104]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.0047285547479987144, 0.6922048330307007, 0.06739535182714462, 0.23567134141921997]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.016338223591446877, 0.8725438117980957, 0.020611563697457314, 0.09050647914409637]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.005729482974857092, 0.9927833080291748, 5.9362041611166205e-06, 0.0014812168665230274]"
A01,inter_subject,train,pca_32,nn_erm,2,3,"[0.0024076784029603004, 0.001103672431781888, 0.32493698596954346, 0.6715517044067383]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.10035727918148041, 0.0776602253317833, 0.07046719640493393, 0.7515153288841248]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.6852588057518005, 0.31368646025657654, 0.0009979845490306616, 5.66933631489519e-05]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.048495642840862274, 0.6503346562385559, 0.0004728557833004743, 0.30069684982299805]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.2420133650302887, 0.04760259389877319, 0.05114256218075752, 0.6592414975166321]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.3556117117404938, 0.07814044505357742, 0.04294104874134064, 0.5233067274093628]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.06793326139450073, 0.06031860038638115, 0.7194052338600159, 0.15234296023845673]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0017462399555370212, 0.01760220155119896, 0.6166934370994568, 0.3639582097530365]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.029112735763192177, 0.013220172375440598, 0.0014569849008694291, 0.9562101364135742]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.8466804027557373, 0.010953274555504322, 0.1407645046710968, 0.0016017584130167961]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7708207368850708, 0.07624094933271408, 0.0007055163732729852, 0.15223272144794464]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0031659111846238375, 0.0018722785171121359, 0.9438676834106445, 0.05109412223100662]"
A01,inter_subject,train,pca_32,nn_erm,1,3,"[0.0885811373591423, 0.3486490547657013, 0.006037798244506121, 0.5567319989204407]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.002379130106419325, 0.0043613663874566555, 0.027993271127343178, 0.9652662873268127]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.007049107924103737, 0.0002727842947933823, 0.004427633248269558, 0.9882504940032959]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.02375803515315056, 0.004293682053685188, 0.04390864074230194, 0.9280396699905396]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.005809304304420948, 0.6950881481170654, 0.0876539945602417, 0.2114485651254654]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7389413118362427, 0.002996933413669467, 0.1317722201347351, 0.12628957629203796]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.013545475900173187, 0.020522749051451683, 0.9620426893234253, 0.0038890524301677942]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.046572089195251465, 0.8589522242546082, 0.005075123626738787, 0.08940064907073975]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.1537810117006302, 0.0023274319246411324, 0.0019798779394477606, 0.8419117331504822]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9216694831848145, 0.0034222218673676252, 0.03297588974237442, 0.04193243756890297]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.012720026075839996, 0.028803693130612373, 0.011131160892546177, 0.9473450779914856]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.19773703813552856, 0.0781509056687355, 0.7227108478546143, 0.0014012479223310947]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.06631028652191162, 0.7002977728843689, 0.04545469209551811, 0.18793725967407227]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.05445310100913048, 0.048070263117551804, 0.0010400121100246906, 0.8964366912841797]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.2066439539194107, 0.005127175245434046, 0.015539129264652729, 0.7726897597312927]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9767814874649048, 0.0018268877174705267, 2.7455018425825983e-05, 0.02136419713497162]"
A01,inter_subject,train,pca_32,nn_erm,1,3,"[0.02472110651433468, 0.2575359344482422, 0.016387253999710083, 0.7013557553291321]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.0008398682111874223, 0.9379251003265381, 0.0193891990929842, 0.041845764964818954]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.03290204331278801, 0.00042365313856862485, 0.8953615427017212, 0.07131282240152359]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.06814854592084885, 0.003395950188860297, 0.026690777391195297, 0.9017646312713623]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.038716647773981094, 0.8916341066360474, 6.93790934747085e-05, 0.06957988440990448]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.9079996347427368, 0.012398296035826206, 0.005435866303741932, 0.07416621595621109]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.35382628440856934, 0.07593700289726257, 0.06031905487179756, 0.5099176168441772]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.0001991960743907839, 0.0010330938966944814, 0.002924557076767087, 0.995843231678009]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.14454253017902374, 0.763530969619751, 0.0334969200193882, 0.0584295280277729]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7310805320739746, 0.25825437903404236, 0.01061084121465683, 5.4274805734166875e-05]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.04297583922743797, 0.020679397508502007, 0.8460003733634949, 0.09034430980682373]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.01578487828373909, 0.9655050039291382, 0.01831369660794735, 0.0003963631752412766]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.00012134065764257684, 0.9612477421760559, 0.00048641726607456803, 0.03814452141523361]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.008259999565780163, 0.018323486670851707, 0.8659911155700684, 0.10742544382810593]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.7542570233345032, 0.017466459423303604, 0.06343106180429459, 0.16484545171260834]"
A01,inter_subject,train,pca_32,nn_erm,3,3,"[0.012511875480413437, 0.06279723346233368, 0.010175561532378197, 0.9145153760910034]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.001224957057274878, 0.0394597165286541, 0.9211911559104919, 0.03812418505549431]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0036338476929813623, 0.011623428203165531, 0.8957489132881165, 0.08899381756782532]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.0176251083612442, 0.028891881927847862, 0.9524879455566406, 0.0009950901148840785]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.351224809885025, 0.016199475154280663, 0.6065457463264465, 0.026029936969280243]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.6852589845657349, 0.293592244386673, 0.000327817106153816, 0.020820945501327515]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.006153294816613197, 0.8269786238670349, 0.08660173416137695, 0.08026628196239471]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.647585928440094, 0.3312736749649048, 1.1558351616258733e-05, 0.021128837019205093]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.13006912171840668, 0.8143665790557861, 0.04373861104249954, 0.011825730092823505]"
A01,inter_subject,train,pca_32,nn_erm,0,3,"[0.2631622850894928, 0.1357327252626419, 0.0008697157609276474, 0.6002352833747864]"
A01,inter_subject,train,pca_32,nn_erm,0,0,"[0.4272659122943878, 0.132460817694664, 0.11572675406932831, 0.3245464861392975]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.005178008694201708, 0.036258455365896225, 0.9580513834953308, 0.0005120980204083025]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.05403929576277733, 0.14206963777542114, 0.711315393447876, 0.09257572144269943]"
A01,inter_subject,train,pca_32,nn_erm,1,1,"[0.2461984008550644, 0.5472885966300964, 0.024956926703453064, 0.1815560758113861]"
A01,inter_subject,train,pca_32,nn_erm,2,2,"[0.014265446923673153, 0.003549103159457445, 0.7775810360908508, 0.2046043425798416]"
