subject_test,split_type,split,fs_method,model,y_true,y_pred,y_prob
A01,inter_subject,train,mi,nn_erm,3,3,"[0.05549006536602974, 0.15308740735054016, 0.28331995010375977, 0.508102536201477]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.0034616640768945217, 0.001508984132669866, 0.3942382335662842, 0.6007911562919617]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.05629322677850723, 0.29445990920066833, 0.14405693113803864, 0.5051899552345276]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.030280278995633125, 0.019145017489790916, 0.8599095940589905, 0.09066507965326309]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.170054629445076, 0.6292709112167358, 0.038186050951480865, 0.1624884009361267]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4263743460178375, 0.07884512096643448, 0.34397462010383606, 0.15080595016479492]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6591362357139587, 0.268746018409729, 0.05574706941843033, 0.016370687633752823]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.10614065080881119, 0.8644665479660034, 0.01038803718984127, 0.019004710018634796]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.00013563415268436074, 0.006045594345778227, 0.986591100692749, 0.007227704860270023]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.09832221269607544, 0.057881638407707214, 0.15081363916397095, 0.6929824352264404]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.3320314586162567, 0.554386556148529, 0.06505537033081055, 0.04852667450904846]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.12726722657680511, 0.07559454441070557, 0.7553102374076843, 0.04182799160480499]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.38048309087753296, 0.043648991733789444, 0.3347034454345703, 0.24116447567939758]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.8374447822570801, 0.004936136770993471, 0.10166574269533157, 0.05595337599515915]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.72098708152771, 0.09158997237682343, 0.0516887791454792, 0.13573428988456726]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.03015998750925064, 0.10881678014993668, 0.17723582684993744, 0.6837874054908752]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.1460695117712021, 0.8501101136207581, 0.0035274710971862078, 0.00029289734084159136]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.26239800453186035, 0.6433360576629639, 0.03795655816793442, 0.05630934610962868]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.5969830751419067, 0.13657362759113312, 0.06064509600400925, 0.2057981938123703]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4788239598274231, 0.2672933340072632, 0.0608392134308815, 0.19304347038269043]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.015328887850046158, 0.03031274303793907, 0.804048478603363, 0.15030986070632935]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6325997114181519, 0.26804378628730774, 0.0767538994550705, 0.022602559998631477]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.4253012537956238, 0.33504241704940796, 0.1402675360441208, 0.09938876330852509]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.007831019349396229, 0.051514871418476105, 0.4827690124511719, 0.45788517594337463]"
A01,inter_subject,train,mi,nn_erm,3,0,"[0.4556797742843628, 0.30245688557624817, 0.15928925573825836, 0.08257410675287247]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.039189960807561874, 0.09574505686759949, 0.8052273988723755, 0.059837549924850464]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4990851879119873, 0.4941590428352356, 0.00022809035726822913, 0.006527686025947332]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.21794451773166656, 0.111076720058918, 0.024354875087738037, 0.6466238498687744]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.20221024751663208, 0.3185650706291199, 0.05798744410276413, 0.42123717069625854]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.0475921705365181, 0.8157734274864197, 0.05207632854580879, 0.08455813676118851]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.3361678719520569, 0.04288903996348381, 0.21803390979766846, 0.40290918946266174]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.2859679162502289, 0.1970781534910202, 0.005335947033017874, 0.5116179585456848]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.35854652523994446, 0.5615291595458984, 0.03998600319027901, 0.03993824124336243]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.5063839554786682, 0.3419315218925476, 0.008811932057142258, 0.1428726315498352]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.20196402072906494, 0.7771891951560974, 0.02016090601682663, 0.0006858401466161013]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.01820242963731289, 0.006277937907725573, 0.9672607183456421, 0.008259028196334839]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.014066562987864017, 0.011424294672906399, 0.955563485622406, 0.01894565485417843]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.009490499272942543, 0.026154963299632072, 0.962434709072113, 0.0019199183443561196]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.09529739618301392, 0.0455218181014061, 0.046230919659137726, 0.8129498958587646]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.1909334510564804, 0.03227623179554939, 0.5347319841384888, 0.2420583814382553]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.8635481595993042, 0.11458541452884674, 0.005182734224945307, 0.01668364182114601]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.1778862029314041, 0.011251667514443398, 0.08037635684013367, 0.7304857969284058]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.12614037096500397, 0.4881511330604553, 0.026593679562211037, 0.35911476612091064]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0002474892244208604, 0.0007989415316842496, 0.9258834719657898, 0.07307006418704987]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.5666333436965942, 0.28248780965805054, 0.025299424305558205, 0.12557940185070038]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.11978109180927277, 0.12138749659061432, 0.6536557674407959, 0.10517564415931702]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.003623225959017873, 0.0030326962005347013, 0.004855533596128225, 0.9884886145591736]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.5138808488845825, 0.47762608528137207, 0.00435505248606205, 0.00413810508325696]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.08836396038532257, 0.05386757105588913, 0.8186613321304321, 0.03910718858242035]"
A01,inter_subject,train,mi,nn_erm,0,3,"[0.19288164377212524, 0.057044584304094315, 0.2947869598865509, 0.45528677105903625]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6028793454170227, 0.05600711703300476, 0.005706199444830418, 0.3354073166847229]"
A01,inter_subject,train,mi,nn_erm,0,3,"[0.36077985167503357, 0.1880125254392624, 0.04230746626853943, 0.4089001715183258]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.11933089047670364, 0.030705811455845833, 0.1269976794719696, 0.722965657711029]"
A01,inter_subject,train,mi,nn_erm,1,3,"[0.08426510542631149, 0.09665517508983612, 0.1797252893447876, 0.6393544673919678]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.589106559753418, 0.37811610102653503, 0.011553574353456497, 0.021223651245236397]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.010296197608113289, 0.02496279962360859, 0.7972090840339661, 0.16753198206424713]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.991593599319458, 0.0014342127833515406, 0.0011715955333784223, 0.00580059876665473]"
A01,inter_subject,train,mi,nn_erm,2,2,"[3.414363891351968e-05, 1.788008739822544e-05, 0.9924496412277222, 0.007498296443372965]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.28733786940574646, 0.20570982992649078, 0.41306865215301514, 0.09388364106416702]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.002895775018259883, 0.011899525299668312, 0.012625599279999733, 0.9725790619850159]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.7121531963348389, 0.09866546839475632, 0.173733189702034, 0.015448160469532013]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.047558072954416275, 0.04740717634558678, 0.9031529426574707, 0.001881789299659431]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.03619980812072754, 0.003915984183549881, 0.8543097972869873, 0.10557436943054199]"
A01,inter_subject,train,mi,nn_erm,0,3,"[0.10299023985862732, 0.091159887611866, 0.0436507947742939, 0.7621991038322449]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.04437229782342911, 0.037577081471681595, 0.7338223457336426, 0.18422824144363403]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.14982746541500092, 0.7810524702072144, 0.02520923502743244, 0.043910786509513855]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.05102527141571045, 0.060449957847595215, 0.01321107055991888, 0.8753136992454529]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.07605916261672974, 0.13029572367668152, 0.03715691715478897, 0.7564881443977356]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.004929045215249062, 0.0014870770974084735, 0.025420736521482468, 0.9681631326675415]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.027366720139980316, 0.053710222244262695, 0.9091101288795471, 0.009813020005822182]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6802166104316711, 0.16870461404323578, 0.0019822604954242706, 0.1490965336561203]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.09418397396802902, 0.17281340062618256, 0.052236367017030716, 0.680766224861145]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.11323888599872589, 0.6167662143707275, 0.05141181871294975, 0.2185831069946289]"
A01,inter_subject,train,mi,nn_erm,3,1,"[0.198482945561409, 0.529258131980896, 0.06750435382127762, 0.2047545611858368]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.5637374520301819, 0.26447173953056335, 0.0868874043226242, 0.08490339666604996]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6645898222923279, 0.275872141122818, 0.042254917323589325, 0.01728324219584465]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.03368006646633148, 0.025746427476406097, 0.8294929265975952, 0.1110806092619896]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.744195818901062, 0.24352772533893585, 0.00985453650355339, 0.002421888755634427]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.9620702266693115, 0.028345758095383644, 0.0054804193787276745, 0.004103544633835554]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.002060552593320608, 0.028338830918073654, 0.9366738200187683, 0.03292682394385338]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.27061158418655396, 0.23158758878707886, 0.4675883948802948, 0.03021237626671791]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.6163462400436401, 0.2636868357658386, 0.11066816002130508, 0.009298768825829029]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.02808069996535778, 0.04103574529290199, 0.9279260039329529, 0.002957558026537299]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.03982185944914818, 0.04588079825043678, 0.03501638025045395, 0.8792809247970581]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.25440141558647156, 0.301236629486084, 0.008809174410998821, 0.43555277585983276]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.17837075889110565, 0.37946000695228577, 0.09304939955472946, 0.34911981225013733]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4897487163543701, 0.2118164598941803, 0.1459292769432068, 0.15250559151172638]"
A01,inter_subject,train,mi,nn_erm,1,3,"[0.05849463492631912, 0.26878821849823, 0.07015431672334671, 0.6025627851486206]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.0037717719096690416, 0.008929980918765068, 0.032048337161540985, 0.9552499651908875]"
A01,inter_subject,train,mi,nn_erm,1,3,"[0.2881617844104767, 0.22857388854026794, 0.08069543540477753, 0.4025689363479614]"
A01,inter_subject,train,mi,nn_erm,3,1,"[0.32898157835006714, 0.584232747554779, 0.027687575668096542, 0.05909799784421921]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.18519043922424316, 0.01988762989640236, 0.7607290744781494, 0.03419282287359238]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.40586620569229126, 0.58950275182724, 0.0014406390255317092, 0.0031902941409498453]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.1723494976758957, 0.7396308183670044, 0.08293498307466507, 0.005084690637886524]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.09625924378633499, 0.8548981547355652, 0.042902156710624695, 0.005940428469330072]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.010131588205695152, 0.001330838305875659, 0.9159449934959412, 0.0725925862789154]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.08530061691999435, 0.0740518718957901, 0.40170997381210327, 0.43893754482269287]"
A01,inter_subject,train,mi,nn_erm,0,1,"[0.31573188304901123, 0.5543761849403381, 0.03968481346964836, 0.0902070477604866]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.056408435106277466, 0.4763367176055908, 0.00999070331454277, 0.4572640359401703]"
A01,inter_subject,train,mi,nn_erm,3,1,"[0.11695894598960876, 0.42188748717308044, 0.12899768352508545, 0.3321559429168701]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.47976529598236084, 0.24791544675827026, 0.040909554809331894, 0.23140974342823029]"
A01,inter_subject,train,mi,nn_erm,2,1,"[0.16969233751296997, 0.4242534041404724, 0.3730177581310272, 0.03303650766611099]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.007061236072331667, 0.005773579701781273, 0.8122051954269409, 0.1749599725008011]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.24470122158527374, 0.04458611086010933, 0.14487139880657196, 0.5658412575721741]"
A01,inter_subject,train,mi,nn_erm,0,3,"[0.16523931920528412, 0.13448619842529297, 0.2818037271499634, 0.4184707701206207]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.5440971255302429, 0.285423219203949, 0.12439711391925812, 0.046082522720098495]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.003919309936463833, 0.005979103967547417, 0.9856081008911133, 0.004493437707424164]"
A01,inter_subject,train,mi,nn_erm,1,0,"[0.5486858487129211, 0.3010413646697998, 0.01835540309548378, 0.131917342543602]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.19671519100666046, 0.2585528790950775, 0.09169092774391174, 0.4530410170555115]"
A01,inter_subject,train,mi,nn_erm,3,0,"[0.4735395908355713, 0.031976208090782166, 0.42019733786582947, 0.07428684085607529]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.03235041722655296, 0.12715178728103638, 0.7957090139389038, 0.04478875547647476]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.03473225235939026, 0.2039513736963272, 0.6341636180877686, 0.12715278565883636]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.17195084691047668, 0.2072635293006897, 0.48144450783729553, 0.13934117555618286]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.054279256612062454, 0.01863354817032814, 0.9022964835166931, 0.024790648370981216]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.16880185902118683, 0.8116053938865662, 0.019167911261320114, 0.0004248166223987937]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.10964623093605042, 0.08491948246955872, 0.7090614438056946, 0.09637286514043808]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.20616580545902252, 0.01858961209654808, 0.7720608711242676, 0.0031837185379117727]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.025451548397541046, 0.0034735877998173237, 0.19460803270339966, 0.7764667868614197]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0020875425543636084, 0.0008217052672989666, 0.9852272272109985, 0.011863498948514462]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.14123773574829102, 0.695719301700592, 0.1608220636844635, 0.0022209067828953266]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.03257092088460922, 0.03504335507750511, 0.14404013752937317, 0.7883456349372864]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.002468705642968416, 0.0015742966206744313, 0.25037842988967896, 0.7455784678459167]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.521075427532196, 0.30753469467163086, 0.13732632994651794, 0.03406355157494545]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.09943422675132751, 0.5864892601966858, 0.28163281083106995, 0.032443661242723465]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.017038168385624886, 0.05876759812235832, 0.9136698842048645, 0.010524321347475052]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0016444337088614702, 0.0004070076684001833, 0.9973496198654175, 0.0005989698693156242]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.01188449002802372, 0.011083153076469898, 0.6293352842330933, 0.34769701957702637]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.13044610619544983, 0.28958532214164734, 0.560600996017456, 0.01936756633222103]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4583178460597992, 0.3647315204143524, 0.10678157955408096, 0.07016903907060623]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.3524913787841797, 0.11734510958194733, 0.38842272758483887, 0.1417407989501953]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.000622796593233943, 0.00034626861452125013, 0.5021041035652161, 0.49692678451538086]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.06125493347644806, 0.575703501701355, 0.3320883810520172, 0.030953191220760345]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.1590517908334732, 0.12240801751613617, 0.6344850659370422, 0.08405513316392899]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0003738034865818918, 0.0007489632698707283, 0.9923717975616455, 0.006505448836833239]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.41815197467803955, 0.4781828224658966, 0.08619197458028793, 0.01747322641313076]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.18367713689804077, 0.15125307440757751, 0.6567159295082092, 0.008353897370398045]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.08719737082719803, 0.05449720099568367, 0.8544639945030212, 0.0038414315786212683]"
A01,inter_subject,train,mi,nn_erm,0,1,"[0.4659595191478729, 0.4675171673297882, 0.06403577327728271, 0.0024876222014427185]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.0001629907201277092, 8.081016130745411e-05, 0.2666824758052826, 0.7330737113952637]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.034070126712322235, 0.009504232555627823, 0.9293838143348694, 0.027041761204600334]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.007189804222434759, 0.06132431700825691, 0.9199681282043457, 0.011517809703946114]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.005950261373072863, 0.014541824348270893, 0.9794272184371948, 8.063772838795558e-05]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0011772412108257413, 0.0007824897184036672, 0.9958749413490295, 0.0021654192823916674]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.8132827877998352, 0.15348535776138306, 0.03185473755002022, 0.0013770958175882697]"
A01,inter_subject,train,mi,nn_erm,1,2,"[0.07233162224292755, 0.37524622678756714, 0.5514389872550964, 0.0009832060895860195]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.16150355339050293, 0.077398881316185, 0.7569792866706848, 0.0041183242574334145]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.003949670121073723, 0.9206531047821045, 0.015120199881494045, 0.06027699261903763]"
A01,inter_subject,train,mi,nn_erm,0,1,"[0.12794359028339386, 0.7525824904441833, 0.009611187502741814, 0.10986267775297165]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.42729344964027405, 0.33593180775642395, 0.013965289108455181, 0.22280949354171753]"
A01,inter_subject,train,mi,nn_erm,2,2,"[1.0187216048507253e-06, 2.988138930959394e-06, 0.9999825954437256, 1.3371682143770158e-05]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0003311059845145792, 0.004974688868969679, 0.5742242932319641, 0.42046990990638733]"
A01,inter_subject,train,mi,nn_erm,1,3,"[0.1600801646709442, 0.3128355145454407, 0.16637708246707916, 0.36070725321769714]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.021876709535717964, 0.008750158362090588, 0.8633572459220886, 0.10601582378149033]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.08541849255561829, 0.025962062180042267, 0.11956918239593506, 0.7690502405166626]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.4112168252468109, 0.21996696293354034, 0.15695473551750183, 0.21186141669750214]"
A01,inter_subject,train,mi,nn_erm,3,3,"[0.23164784908294678, 0.02626710757613182, 0.046011026948690414, 0.6960740089416504]"
A01,inter_subject,train,mi,nn_erm,0,2,"[0.04194222763180733, 0.016077369451522827, 0.8511399626731873, 0.09084050357341766]"
A01,inter_subject,train,mi,nn_erm,0,0,"[0.5400866270065308, 0.019188670441508293, 0.2888948321342468, 0.15182992815971375]"
A01,inter_subject,train,mi,nn_erm,1,1,"[0.30988359451293945, 0.5511801838874817, 0.017953600734472275, 0.12098261713981628]"
A01,inter_subject,train,mi,nn_erm,3,2,"[0.2620009183883667, 0.1016634926199913, 0.42495256662368774, 0.2113829106092453]"
A01,inter_subject,train,mi,nn_erm,2,2,"[0.0006711374153383076, 0.000566609320230782, 0.9949801564216614, 0.0037821591831743717]"
