subject,session,split_type,split,fs_method,model,y_true,y_pred,y_prob
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.06799706816673279, 0.9311652779579163, 0.000833928061183542, 3.7401332519948483e-06]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9948417544364929, 0.005092977080494165, 6.508291698992252e-05, 2.2722005610376073e-07]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9997560381889343, 0.00022523014922626317, 1.7675811250228435e-05, 1.0477191381141893e-06]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.888599226480437e-07, 1.4898205336066894e-07, 0.9999775886535645, 2.204167321906425e-05]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9786207675933838, 0.021052885800600052, 0.0003173774457536638, 8.892890946299303e-06]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0016843583434820175, 0.9790388941764832, 0.015227630734443665, 0.004049187060445547]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.006815148051828146, 1.4141858173388755e-07, 0.00041225572931580245, 0.9927725195884705]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0002259290631627664, 1.002780300041195e-05, 0.010177974589169025, 0.9895860552787781]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.043596263974905014, 0.0008141675498336554, 0.9228742122650146, 0.03271542862057686]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9647259712219238, 0.035258371382951736, 1.5586540030199103e-05, 1.363122170694453e-09]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[3.4114174923161045e-05, 1.5417532267747447e-05, 0.00927894376218319, 0.9906715154647827]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.009034090675413609, 3.2298630685545504e-05, 0.00046566195669583976, 0.9904678463935852]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.003301830030977726, 0.9966177344322205, 8.031389734242111e-05, 1.7017316622514045e-07]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.1954018646065379e-06, 5.993286977812318e-10, 0.00048553969827480614, 0.9995132684707642]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0018813065253198147, 2.096186562994262e-06, 0.00045502468128688633, 0.9976614713668823]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.001060912269167602, 0.99888676404953, 5.2361203415784985e-05, 2.8544501831651026e-12]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9969051480293274, 0.0030705255921930075, 2.4382214178331196e-05, 1.4461874406346276e-11]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0071955579333007336, 0.9927901029586792, 1.4317944078356959e-05, 7.367159833571169e-12]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.0023807676043361425, 0.00022314397210720927, 0.9787545800209045, 0.018641484901309013]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.029499975964426994, 4.986704152543098e-05, 0.9702381491661072, 0.0002119435230270028]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.5482680682541456e-10, 1.5045770185295737e-09, 0.9999661445617676, 3.381762144272216e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[2.603084794827737e-06, 6.565043508821589e-10, 1.180494928121334e-05, 0.9999855756759644]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.002808503108099103, 0.015126009471714497, 0.9820643663406372, 1.118125396715186e-06]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.996464729309082, 0.00029208618798293173, 0.0032431064173579216, 3.093688860644761e-08]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.71592500208817e-08, 2.9963704406554825e-08, 0.006125378888100386, 0.9938746094703674]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.02740633301436901, 0.9725244641304016, 6.91691820975393e-05, 3.426224637337327e-08]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.000413420086260885, 1.6801834135549143e-05, 0.9909959435462952, 0.00857375469058752]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.03318704292178154, 0.9668121933937073, 7.901153367129155e-07, 3.035746784160742e-12]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[5.3135172493057325e-05, 1.4912154711055337e-07, 0.9889171123504639, 0.011029611341655254]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0010403962805867195, 5.924847528149257e-07, 0.01497042365372181, 0.9839885830879211]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.001682144240476191, 0.9982499480247498, 6.793418287998065e-05, 3.8343350716729674e-10]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.031668372452259064, 1.0435040849188226e-06, 0.9676604866981506, 0.0006700506201013923]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9890618920326233, 0.009709598496556282, 0.0009533878182992339, 0.00027507677441462874]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9772243499755859, 0.0226757675409317, 0.00010000187467085198, 4.223003335912523e-10]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9819890260696411, 0.01801067404448986, 2.2063680660266982e-07, 9.047717242083309e-08]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0009236539481207728, 1.0690661866874507e-07, 5.08974444528576e-05, 0.9990253448486328]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.000988105428405106, 0.9989914298057556, 2.0500072423601523e-05, 4.866908542844328e-10]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9995871186256409, 0.00041052832966670394, 2.1575640403170837e-06, 1.7980514144255721e-07]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.812529419315979e-05, 2.847612563527946e-07, 0.9924001693725586, 0.007571412716060877]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9879221320152283, 0.012074695900082588, 3.186275534972083e-06, 2.8967020448966707e-10]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.1819441826664843e-05, 1.5172607163549401e-05, 0.9972561001777649, 0.002706832718104124]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.034930527210235596, 0.9650477170944214, 2.178383329010103e-05, 1.2812471916756607e-10]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.00019891010015271604, 1.3994851144616405e-07, 0.00034462253097444773, 0.9994563460350037]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9891791343688965, 0.005289752967655659, 0.00549615453928709, 3.5051700251642615e-05]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[4.625118776857562e-07, 9.600863450032193e-06, 0.9999809265136719, 8.9585519162938e-06]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[4.440860266186064e-07, 1.2053661180289055e-07, 0.9958100318908691, 0.004189428873360157]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9980555772781372, 0.0019201941322535276, 2.4160683096852154e-05, 1.5097337779934605e-07]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.5917736934388813e-07, 7.966159500938375e-07, 0.9899507164955139, 0.010048259049654007]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[2.2287018509814516e-05, 0.9999301433563232, 4.7513185563730076e-05, 1.311569464146345e-10]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0014884518459439278, 6.521953110905088e-08, 0.0005705641815438867, 0.9979408383369446]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[8.059461833909154e-05, 1.681760409155686e-06, 0.028978316113352776, 0.9709393382072449]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.000748791906516999, 3.3049022363229597e-07, 0.007544996682554483, 0.9917058944702148]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.0012165422085672617, 0.0012984608765691519, 0.99648118019104, 0.0010038388427346945]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9295602440834045, 0.06965258717536926, 0.00078697589924559, 1.9531314876530814e-07]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[8.584545412304578e-07, 9.92007969102815e-08, 0.0007065486861392856, 0.9992924928665161]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0005077234236523509, 0.9994837045669556, 8.57247050589649e-06, 1.3177041055523198e-11]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.01629478484392166, 0.00041474992758594453, 0.011857416480779648, 0.971433162689209]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.010278296656906605, 0.9896941184997559, 2.7589452656684443e-05, 2.3853918840188726e-11]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9338403940200806, 0.06614254415035248, 1.6986476111924276e-05, 2.0355123836468536e-12]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.0006380954873748124, 7.512591437830451e-09, 0.9971569776535034, 0.00220495811663568]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.05101718753576279, 0.9418540596961975, 0.007117895875126123, 1.0926357390417252e-05]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9558179378509521, 0.0441315695643425, 5.0444974476704374e-05, 3.705149964616794e-08]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.5263752831961028e-05, 9.288268643103947e-07, 0.9775934219360352, 0.022380398586392403]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.2906083384223166e-06, 3.936647203772736e-07, 0.9959458708763123, 0.004052438773214817]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9893012642860413, 0.0025308593176305294, 0.008128597401082516, 3.93006375816185e-05]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.3664182632600053e-11, 4.394120972032317e-13, 0.9989056587219238, 0.0010943672386929393]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.4627219435681127e-08, 1.0025369423516395e-11, 0.00018246244871988893, 0.9998175501823425]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.3177461255509115e-07, 5.261336158413066e-11, 0.00012403097935020924, 0.9998757839202881]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0215285737067461, 0.9784567356109619, 1.4686433132737875e-05, 3.984419016944685e-09]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9994144439697266, 3.1617947371387345e-08, 3.2704094792279648e-06, 0.0005823433748446405]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[7.740395813016221e-05, 0.9978850483894348, 0.002022167667746544, 1.5386915038106963e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0018063157331198454, 1.1203353096789215e-05, 0.0009193585719913244, 0.9972631931304932]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[3.212552428522031e-06, 0.999996542930603, 2.5423864258300455e-07, 5.453959766449357e-13]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.0382034815847874e-05, 4.486253502022919e-08, 0.021573645994067192, 0.9784159660339355]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[4.585061833495274e-05, 0.0118678268045187, 0.9795945286750793, 0.008491766639053822]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.03749917447566986, 0.9624989032745361, 1.9539202185114846e-06, 9.34119968876157e-12]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.00023721574689261615, 0.9997310042381287, 3.181217471137643e-05, 1.0735369926351268e-08]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.11570899188518524, 0.8833937644958496, 0.0008965143351815641, 7.000091386544227e-07]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.379950044291036e-07, 2.4361577644071986e-08, 0.9993188381195068, 0.0006808164762333035]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[6.703372491756454e-06, 2.4370027773557013e-08, 0.013572907075285912, 0.9864203929901123]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9876463413238525, 0.004243711940944195, 5.779020284535363e-05, 0.008052151650190353]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.03311614319682121, 0.9667538404464722, 0.00013002667401451617, 7.687366854192135e-10]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0004721244622487575, 1.3071481816950836e-06, 0.015204818919301033, 0.9843218326568604]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9997075200080872, 1.1783582522184588e-05, 0.00025643102708272636, 2.4188260795199312e-05]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.020967043936252594, 2.4954351829364896e-06, 0.9788393378257751, 0.00019105305545963347]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.005175530444830656, 0.0001526758132968098, 0.9816168546676636, 0.013054920360445976]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.00012041880836477503, 1.1866817430927767e-06, 0.005445305723696947, 0.9944331049919128]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9584639668464661, 0.04129144921898842, 0.00024451714125461876, 1.952042616437666e-08]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9993452429771423, 0.0006487732753157616, 4.961847025697352e-06, 9.441229167350684e-07]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.596877129690256e-05, 4.213891315885121e-06, 0.996904194355011, 0.0030654959846287966]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.01295849122107029, 0.9870403409004211, 1.1870139360325993e-06, 7.28855586995536e-11]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[5.737410333495063e-07, 2.1567291008661726e-10, 9.664758181315847e-06, 0.9999897480010986]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.0634765956751835e-08, 1.7374659933011571e-07, 0.010885375551879406, 0.98911452293396]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0004460470227058977, 2.593664172323429e-09, 0.008485240861773491, 0.9910687208175659]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0005930001498199999, 0.9994065761566162, 4.2152910850745684e-07, 1.9419585939317585e-09]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9998397827148438, 5.99937209244672e-07, 0.000118010510050226, 4.1643761505838484e-05]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.0036964614409953356, 5.2591069106711075e-05, 0.9961481094360352, 0.00010289950296282768]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.00018058979185298085, 0.9990556836128235, 0.0007637594826519489, 1.0942913242217855e-10]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.7024996850523166e-05, 1.276589074450385e-07, 0.026463815942406654, 0.9735190272331238]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9859501719474792, 0.0016787410713732243, 0.011654349975287914, 0.0007167250150814652]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0023720713797956705, 4.177274604444392e-06, 0.0001475148746976629, 0.9974762797355652]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[5.881216111447429e-06, 6.802546437256751e-08, 0.9885022640228271, 0.011491737328469753]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.02200082503259182, 0.9703285694122314, 0.007669696118682623, 8.742217119106499e-07]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.00028256120276637375, 3.7771684446852305e-08, 4.132968570047524e-06, 0.9997132420539856]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[2.2140466171549633e-06, 4.209549331335438e-07, 0.03124251402914524, 0.9687548279762268]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9919418096542358, 2.6605255698086694e-05, 3.8406240491895005e-05, 0.007993143983185291]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0018287511775270104, 0.9973927736282349, 0.0007784773479215801, 1.2612095368069731e-08]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0010252774227410555, 0.9989733695983887, 1.3524087307814625e-06, 5.704578823206852e-11]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.416380423004739e-05, 9.725671361593413e-07, 0.9973635077476501, 0.002601425861939788]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.007693796884268522, 0.0002091169444611296, 0.011564820073544979, 0.9805322289466858]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.026114262640476227, 0.9737542867660522, 6.10572678851895e-05, 7.039339106995612e-05]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.99587482213974, 1.0681766070774756e-05, 0.0004555743362288922, 0.0036590355448424816]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9710083603858948, 0.02684018388390541, 0.0021068393252789974, 4.471528154681437e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0016819746233522892, 1.6414180663559819e-06, 0.0013728904305025935, 0.9969434142112732]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0029689788352698088, 0.9968792200088501, 0.0001518614444648847, 3.860636965669073e-08]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9621351361274719, 0.037784818559885025, 7.997974171303213e-05, 1.559092623892866e-07]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.871228061389729e-09, 1.7929277191797155e-06, 0.9898486733436584, 0.010149596258997917]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[2.0460575456127117e-07, 0.9999997615814209, 5.468709929346005e-08, 1.366061618343498e-14]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.015157428570091724, 0.9804611802101135, 0.004377802833914757, 3.5833106721838703e-06]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.00015831622295081615, 2.480262764947838e-06, 0.9997610449790955, 7.822921179467812e-05]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9978050589561462, 0.0010706507600843906, 0.0002452789922244847, 0.0008790101273916662]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.8057583019981394e-06, 3.033134987617814e-07, 0.0021381608676165342, 0.9978596568107605]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.0005539404228329659, 0.0008223485783673823, 0.9837115406990051, 0.014912148006260395]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.0799976468689465e-09, 2.7579494243923364e-09, 0.9997139573097229, 0.0002859628002624959]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[7.902137277859822e-11, 2.707893353992574e-10, 0.9971147775650024, 0.0028851712122559547]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.5445882531348616e-05, 2.407792635494843e-06, 0.9971923232078552, 0.0027698767371475697]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9999969005584717, 1.282866293195184e-07, 1.5602360008415417e-06, 1.4610532161896117e-06]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.00017767450481187552, 0.999818742275238, 3.566341774785542e-06, 1.7935529450507914e-10]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9987305998802185, 0.00014631816884502769, 0.0008840970112942159, 0.00023890580632723868]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0275344867259264, 0.9724250435829163, 4.0432263631373644e-05, 2.639631352038818e-12]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.998252809047699, 0.0017417434137314558, 5.453999619930983e-06, 5.820745663243088e-09]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9975854158401489, 0.002411369001492858, 3.1585768738295883e-06, 6.400904251080419e-10]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.752960253677884e-07, 2.552125693000562e-07, 0.999408483505249, 0.0005909691681154072]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.775953760192351e-07, 2.093936927849427e-06, 0.9972904920578003, 0.00270722433924675]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.001889409264549613, 0.9980692267417908, 4.13430025218986e-05, 2.0116085186483446e-10]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.00017912540351971984, 8.223600161727518e-05, 0.9964413046836853, 0.003297347342595458]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.00017428510182071477, 4.189618962868735e-08, 0.04495957866311073, 0.9548661708831787]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9692250490188599, 0.02919839136302471, 0.0015750231686979532, 1.5544607094852836e-06]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[5.167046879250847e-07, 2.4798795905667248e-08, 0.01089033205062151, 0.9891091585159302]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9895748496055603, 0.01005112286657095, 0.0003720992826856673, 1.9911208255507518e-06]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9998606443405151, 0.00013922789366915822, 1.6569717331549327e-07, 1.8056222073070671e-09]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.02062031999230385, 0.9793012142181396, 7.84841540735215e-05, 9.677478374214843e-09]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.839680635384866e-06, 1.824566747687939e-10, 8.882639122020919e-06, 0.9999892711639404]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[0.00032109522726386786, 2.152914476027945e-06, 0.9878641963005066, 0.011812472715973854]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.023090511560440063, 0.9768602848052979, 4.924606764689088e-05, 1.9010288898613226e-09]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.0011456096544861794, 3.141842341847223e-07, 0.008002164773643017, 0.9908518195152283]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[3.7610329854942393e-06, 2.393012209722656e-06, 0.9916817545890808, 0.008312146179378033]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[3.969045110352454e-07, 1.0401342933619162e-06, 0.0611671581864357, 0.9388313889503479]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.266745546819493e-08, 1.5782529771968257e-07, 0.9999212026596069, 7.864571671234444e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[2.3096195178595735e-08, 1.5755509397141765e-10, 2.3540447728009894e-05, 0.999976396560669]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.01667005755007267, 0.9833192229270935, 1.0669354196579661e-05, 8.025707209924349e-09]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[2.1742027911386685e-06, 0.9998650550842285, 0.00013251579366624355, 2.634992881667131e-07]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[0.007376992609351873, 1.4797432612567718e-08, 0.00654009310528636, 0.9860828518867493]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9657531380653381, 1.7103302525356412e-05, 0.026460953056812286, 0.0077687958255410194]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.005193953402340412, 0.9947690367698669, 3.69037406926509e-05, 9.354836549846368e-08]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[3.3478940167697147e-05, 0.9999657869338989, 7.012727110122796e-07, 2.3596732900976747e-10]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0004982326063327491, 0.9983653426170349, 0.001136481761932373, 2.0577097803453626e-09]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[2.6526212324774756e-14, 7.179092320619418e-10, 0.9999580383300781, 4.1920971852960065e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[1.111222580618687e-08, 3.720613747648649e-11, 0.002337629208341241, 0.9976624250411987]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9991424083709717, 5.328804036253132e-05, 3.4955053706653416e-05, 0.0007693504448980093]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[2.436939610106492e-07, 6.128343943423431e-10, 0.00010035772720584646, 0.9998993873596191]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9972997307777405, 0.002696328330785036, 3.9042652133503e-06, 1.4314048613073282e-08]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.8454836663295282e-06, 0.0030386128928512335, 0.9967695474624634, 0.00018993558478541672]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9997531771659851, 0.00024646433303132653, 3.265388386353152e-07, 1.964152929190277e-08]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[4.098542376596015e-07, 8.080315971881191e-09, 0.025293689221143723, 0.9747058749198914]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9791133999824524, 0.0034232393372803926, 0.017322929576039314, 0.00014038920926395804]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.6039202819229104e-06, 2.0078718989680056e-06, 0.9783918261528015, 0.021604573354125023]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9549863934516907, 0.03906846418976784, 0.005731495097279549, 0.00021367525914683938]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[8.60369109432213e-05, 0.9995317459106445, 0.00038007035618647933, 2.124725597241195e-06]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[1.720934922344597e-10, 1.244955472046172e-09, 0.9953411817550659, 0.004658821504563093]"
A01,session1,intra_session,train,mi,nn_erm,2,2,"[4.6720796120780506e-09, 1.9193075218026934e-07, 0.9999866485595703, 1.3106540791341104e-05]"
A01,session1,intra_session,train,mi,nn_erm,3,3,"[2.5895088739957828e-08, 2.475433469317778e-10, 8.51708773552673e-06, 0.9999914169311523]"
A01,session1,intra_session,train,mi,nn_erm,0,0,"[0.9607459306716919, 0.03924916312098503, 4.88628256789525e-06, 3.5323790115171505e-08]"
A01,session1,intra_session,train,mi,nn_erm,1,1,"[0.0016883456846699119, 0.9961977601051331, 0.0021114167757332325, 2.45603519033466e-06]"
