subject,session_test,split_type,split,fs_method,model,y_true,y_pred,y_prob
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.1121488796561607e-06, 6.330192718451144e-06, 0.9900492429733276, 0.009943380020558834]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.00028870441019535065, 4.881730546912877e-06, 0.023883240297436714, 0.975823163986206]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.4750603405389029e-08, 6.554798801516881e-07, 0.9924153685569763, 0.007583951577544212]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.00014450128946918994, 0.0011489820899441838, 0.989568293094635, 0.009138233959674835]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.00948059931397438, 4.832571448787348e-06, 0.022106867283582687, 0.9684076905250549]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0153485257178545, 0.0001990123128052801, 0.01558099128305912, 0.9688714146614075]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0005683124181814492, 1.9403751139179803e-05, 0.0017459872178733349, 0.9976663589477539]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0020321763586252928, 7.121696512513154e-07, 2.166308149753604e-05, 0.9979454874992371]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[6.414142990252003e-05, 7.910823478596285e-05, 0.017212998121976852, 0.9826437830924988]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.3204426441149053e-10, 1.7198947821484012e-09, 0.99998939037323, 1.056883866112912e-05]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.002641603583469987, 0.9973402619361877, 1.8009610357694328e-05, 1.051191702572396e-07]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9945937991142273, 0.002577334176748991, 0.002822929760441184, 5.976703050691867e-06]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9999946355819702, 3.4504366794863017e-06, 1.1672008071172968e-07, 1.7537515759613598e-06]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.07507753372192383, 0.924919068813324, 2.888072458517854e-06, 5.650924208566721e-07]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.0197896771132946, 0.005315315444022417, 0.9748497009277344, 4.52751773991622e-05]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.007706670556217432, 3.782364956350648e-06, 6.627001130254939e-05, 0.99222332239151]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0015161873307079077, 0.9984754920005798, 8.265089491032995e-06, 2.999020054517132e-08]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[5.97119864664819e-08, 7.563553481304552e-07, 0.9910818338394165, 0.008917244151234627]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.8958308100700378, 0.10391160100698471, 3.557885747795808e-06, 0.00025407481007277966]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9971701502799988, 0.0018314642366021872, 0.0005673562991432846, 0.0004310274962335825]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9992559552192688, 0.0007434636354446411, 2.987219431815902e-07, 1.9375373483399017e-07]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[5.457906081574038e-05, 1.546795260765066e-06, 0.03357883542776108, 0.9663651585578918]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.22190794348716736, 0.7780901193618774, 1.730155986479076e-06, 2.035528297028577e-07]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0006937465514056385, 0.9740371108055115, 0.02525247074663639, 1.6736719771870412e-05]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9990403056144714, 0.0009557632147334516, 3.660053380372119e-06, 2.5930097535820096e-07]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9996705055236816, 0.0002964918385259807, 8.644901754450984e-07, 3.215362085029483e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[2.2241649276111275e-05, 0.00019224960124120116, 0.9690353870391846, 0.030750008299946785]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9998965263366699, 2.953672037619981e-06, 2.175915003732598e-09, 0.00010045080125564709]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.01826995424926281, 0.9815860390663147, 3.429919161135331e-06, 0.00014053824997972697]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[6.2362987591768615e-06, 2.388825350863044e-06, 0.02988429181277752, 0.9701070785522461]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.000209840465686284, 3.22193977808638e-06, 0.03673538565635681, 0.9630516171455383]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[4.480483895008547e-08, 1.2923332803893572e-07, 0.9962783455848694, 0.0037215191405266523]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9839318990707397, 8.784968667896464e-05, 3.133439122393611e-06, 0.015977097675204277]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[1.1325045306875836e-05, 1.274224359804066e-06, 0.023617461323738098, 0.9763699173927307]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.005105729680508375, 0.0005723274662159383, 0.024469180032610893, 0.9698528051376343]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0707317367196083, 0.9292640686035156, 4.193130735075101e-06, 2.3062407095153503e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[9.499801672063768e-05, 5.5345626606140286e-05, 0.0269367266446352, 0.9729129076004028]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[6.701642632833682e-06, 9.349312313133851e-05, 0.024708067998290062, 0.9751917123794556]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.009228873997926712, 0.9907710552215576, 3.526402636566672e-08, 3.78800502076615e-09]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9986769556999207, 0.0013126189587637782, 1.0286154065397568e-05, 1.534396147917505e-07]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[6.5058525251515675e-06, 0.9999425411224365, 4.79599621030502e-05, 2.989416088894359e-06]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[4.123832695768215e-05, 4.797769292963494e-07, 0.9658425450325012, 0.03411579877138138]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.3529667342027096e-07, 6.19693381054276e-08, 0.9976244568824768, 0.002375326119363308]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[2.1577168496378363e-08, 1.2678232508278597e-07, 0.9136455059051514, 0.0863543450832367]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[4.850045343118836e-07, 5.96667888430602e-08, 0.019811658188700676, 0.980187714099884]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.00011263397027505562, 0.018663426861166954, 0.969806969165802, 0.011417042464017868]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9940365552902222, 0.004831777419894934, 1.4258420378610026e-05, 0.001117386040277779]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[1.0510717402212322e-05, 1.9720775526366197e-05, 0.08179076015949249, 0.9181790947914124]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.13357669115066528, 0.8663579821586609, 6.106527871452272e-05, 4.3727764023060445e-06]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[5.23127408058599e-09, 1.199384414007909e-08, 0.9993481040000916, 0.0006519165472127497]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0007051756256259978, 0.9992947578430176, 3.7638962169239676e-08, 2.2503561680764506e-08]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[8.858572897452177e-08, 6.955691060284153e-05, 0.9993983507156372, 0.0005320005002431571]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.004206324927508831, 1.054964741342701e-06, 4.865695154876448e-05, 0.9957439303398132]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.001217144774273038, 0.9987828135490417, 1.9028542297405693e-08, 2.0532461064703966e-08]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[6.509664217446698e-06, 2.3847744046179287e-07, 0.9848297238349915, 0.0151636628434062]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9980599284172058, 2.3242405688961298e-07, 7.810333045199513e-05, 0.0018617472378537059]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9492408037185669, 0.032257262617349625, 0.018264563754200935, 0.0002374017349211499]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9990214109420776, 0.0009784481953829527, 1.534026807803457e-07, 7.167608728764208e-10]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.026781804859638214, 3.872441993735265e-06, 0.0004438782052602619, 0.9727704524993896]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.2336977869272232, 0.766284167766571, 1.5643519873265177e-05, 2.369172534599784e-06]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9999653100967407, 3.905756216227019e-07, 2.3339621346707418e-09, 3.424184978939593e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.4887208799052587e-08, 5.850637990079122e-06, 0.9783890843391418, 0.021605120971798897]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9847528338432312, 1.5821232182133826e-06, 2.9718313498960924e-07, 0.015245256945490837]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[4.0715334749530374e-12, 2.861454717617562e-08, 0.9943093061447144, 0.005690582562237978]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0028431701939553022, 0.9971181154251099, 8.732734386285301e-06, 2.9906921554356813e-05]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[2.9082325454510283e-06, 2.252367266919464e-06, 0.046099480241537094, 0.9538953304290771]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9984012246131897, 3.1964239610715595e-07, 3.7260497265378945e-06, 0.0015948000364005566]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.00026952134794555604, 0.00018212392751593143, 0.9718994498252869, 0.027648892253637314]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.696887193247676e-05, 4.016945240437053e-06, 0.9633694887161255, 0.036609500646591187]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9984456896781921, 1.9091190551989712e-05, 4.254960458638379e-06, 0.001530953566543758]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[8.629246206481866e-10, 2.196087756090037e-08, 0.9999994039535522, 5.50585525616043e-07]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.006068656221032143, 0.9938809871673584, 4.2252584535162896e-05, 8.063286259130109e-06]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[5.037281258779558e-09, 4.69903449484832e-09, 0.005754826124757528, 0.9942452311515808]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[1.1030907444364857e-05, 1.084177483789972e-06, 0.0043815434910357, 0.9956063628196716]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.001819313270971179, 2.728401159401983e-05, 0.0006633193115703762, 0.9974901676177979]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[5.393196261138655e-06, 1.447175418434199e-05, 0.9928376078605652, 0.007142521906644106]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9999617338180542, 3.824909799732268e-05, 9.56093693105231e-09, 2.5472111531144037e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0001465616369387135, 4.5579811036589035e-09, 1.6601179595454596e-06, 0.9998517036437988]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.03107180818915367, 0.9651917815208435, 0.0011916463263332844, 0.002544791204854846]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0034760937560349703, 2.903476524807047e-05, 0.00042854229104705155, 0.9960662722587585]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.012752956710755825, 0.9871445298194885, 7.180265674833208e-05, 3.075397398788482e-05]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.8615885376930237, 0.0005020832177251577, 0.0020663572940975428, 0.13584302365779877]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[7.450180561363595e-08, 1.1207833949811175e-07, 0.9988892674446106, 0.0011105036828666925]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.024126684293150902, 0.9497394561767578, 0.009865682572126389, 0.016268141567707062]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9962679743766785, 0.0037320537958294153, 1.1431834145980702e-08, 1.6243535405635612e-09]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.0004103209648746997, 0.008921071887016296, 0.9885209798812866, 0.00214758375659585]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[6.566282536368817e-06, 1.6624026102363132e-06, 0.9883934855461121, 0.011598316952586174]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9999892711639404, 3.916937607595372e-10, 2.1730726107449527e-09, 1.0714928066590801e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[5.385441781413647e-08, 6.379839305736823e-07, 0.999995231628418, 4.129902208660496e-06]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[9.967284313461278e-06, 2.0921939736240347e-09, 2.6698393412516452e-05, 0.9999632835388184]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0779813751578331, 1.7118523828685284e-05, 1.3037214557698462e-05, 0.9219884872436523]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0002165280020562932, 0.9996883869171143, 4.568890653899871e-05, 4.949240246787667e-05]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9570720195770264, 5.088729722046992e-06, 1.367468826174445e-06, 0.0429215207695961]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[1.1763917427742854e-05, 0.9999874830245972, 1.1216710760209025e-07, 6.122378977124754e-07]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.002303934656083584, 2.2669026122912328e-07, 0.021440526470541954, 0.9762552380561829]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0002511794154997915, 0.9997032284736633, 2.2874464775668457e-06, 4.325939153204672e-05]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.00025814867694862187, 1.1975030247413088e-05, 0.03782344609498978, 0.9619065523147583]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[8.209624269284177e-08, 1.9358423742232844e-05, 0.9955304265022278, 0.0044501712545752525]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0008772662258706987, 0.9991163611412048, 1.1913587059098063e-06, 5.099782811157638e-06]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.01371524203568697, 0.9862485527992249, 6.986115863583109e-07, 3.54634175891988e-05]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0003494680568110198, 0.9996500015258789, 2.5659397806521156e-07, 2.5057542529793864e-07]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.0008349114214070141, 0.0011969608021900058, 0.9968630075454712, 0.0011050800094380975]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0641743540763855, 3.7438403523992747e-06, 8.189157369997702e-07, 0.9358210563659668]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9975916147232056, 0.0024081342853605747, 2.2670347732400842e-07, 3.983295471243764e-09]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.030619563534855843, 0.9693751335144043, 5.301956207404146e-06, 1.2399391735584686e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0009117694571614265, 0.0007562713581137359, 0.1946510374546051, 0.8036808967590332]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.8145757913589478, 0.18542274832725525, 3.596951216877642e-07, 1.0516940847082878e-06]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.8222721109850681e-07, 4.397568318381673e-06, 0.9930676221847534, 0.0069277323782444]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.00010943190864054486, 8.354469173355028e-06, 0.9744668006896973, 0.02541542425751686]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[3.84125496566412e-06, 7.80339087214088e-06, 0.01786271296441555, 0.9821256399154663]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.8085153698921204, 0.19148465991020203, 2.00065155553375e-08, 1.3220800454405435e-08]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9873879551887512, 0.012605768628418446, 1.299968488410741e-07, 6.1937143982504494e-06]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.4713369637320284e-05, 0.00021233402367215604, 0.9995469450950623, 0.00022604693367611617]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.016171827912330627, 0.9838281869888306, 4.119238283806226e-08, 1.1655024501067146e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.015431612730026245, 9.11494623778708e-07, 0.0003985724179074168, 0.9841688871383667]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.014289410784840584, 5.180698181561638e-08, 3.5026989735342795e-06, 0.9857071042060852]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.02187870629131794, 0.0005855970666743815, 0.0004378695448394865, 0.9770978689193726]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.12194713950157166, 0.878051221370697, 1.1633484291451168e-06, 4.972636133970809e-07]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9976632595062256, 0.002336767502129078, 5.129459523800506e-09, 3.4256815162336807e-09]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[5.880254684598185e-05, 0.00048401934327557683, 0.855967104434967, 0.14349009096622467]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[9.24283594940789e-05, 0.9999076128005981, 7.262149548381558e-09, 1.1316384634918464e-10]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.0059896474704146385, 0.0012007042532786727, 0.000654415984172374, 0.9921552538871765]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9986708164215088, 0.00132891652174294, 1.9162153819252126e-07, 6.052003698187036e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[8.90183073352091e-05, 1.0564604053797666e-06, 0.015083668753504753, 0.9848262071609497]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[4.5163105824030936e-05, 2.830176754287095e-06, 0.9998339414596558, 0.00011800092761404812]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0028047298546880484, 0.9971950054168701, 1.4813230109211872e-07, 9.173723469757533e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.00034544384106993675, 2.0405857867444865e-05, 0.03573725372552872, 0.9638968110084534]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[3.6171238662063843e-06, 3.6791817592529696e-07, 0.06973221898078918, 0.930263876914978]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9951980710029602, 0.004799453541636467, 1.7626229009692906e-07, 2.395202727711876e-06]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.001908429549075663, 0.9980878233909607, 1.43055513035506e-06, 2.2593446828977903e-06]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.08856093138456345, 0.9114172458648682, 2.102371581713669e-05, 7.95531491348811e-07]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.000664943247102201, 1.8563832782092504e-05, 0.998873770236969, 0.00044275360414758325]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.004037404898554087, 0.0005698460736311972, 0.0026959716342389584, 0.9926968216896057]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0009776763617992401, 0.9990222454071045, 9.73950022853387e-08, 1.1716655201610138e-08]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9725708365440369, 6.110688264016062e-05, 2.60998604062479e-05, 0.027341941371560097]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9818707704544067, 2.303252813362633e-06, 2.259550683447742e-06, 0.018124714493751526]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[1.4321362868940923e-06, 3.3616565531247034e-08, 0.0021465150639414787, 0.997852087020874]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.0010123454267159104, 0.9989319443702698, 4.4401032937457785e-05, 1.1300607184239198e-05]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9999889135360718, 5.604792363556044e-07, 7.708422788965663e-10, 1.0579299669188913e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.0018928861245512962, 5.787846748717129e-05, 0.9344404339790344, 0.06360877305269241]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.07597411423921585, 0.9240250587463379, 4.3222473777859705e-07, 4.812416136701358e-07]"
A01,session1,inter_session,train,mi,nn_erm,1,1,"[0.02764245867729187, 0.9722607135772705, 2.5710148747748462e-06, 9.42555780056864e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[7.012050900812028e-06, 2.5753072350198636e-06, 0.9970037341117859, 0.002986720995977521]"
A01,session1,inter_session,train,mi,nn_erm,0,0,"[0.9948866963386536, 0.005113290157169104, 3.716277285903402e-10, 6.594628843004102e-08]"
A01,session1,inter_session,train,mi,nn_erm,3,3,"[0.011886215768754482, 1.6893459360289853e-06, 0.0005943861906416714, 0.987517774105072]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.002942190272733569, 1.5940582670737058e-05, 0.9829006791114807, 0.01414118055254221]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.6920736015890725e-05, 1.4973467841628008e-05, 0.9999268054962158, 4.128207729081623e-05]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[0.00016570970183238387, 2.6716083993960638e-06, 0.9968307614326477, 0.003000951372087002]"
A01,session1,inter_session,train,mi,nn_erm,2,2,"[1.457420580663893e-06, 1.0919286978605669e-05, 0.9964589476585388, 0.003528751665726304]"
