split_type,split,fs_method,model,y_true,y_pred,y_prob
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0030554269906133413, 0.0005652232794091105, 0.16341358423233032, 0.8329657912254333]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9856824278831482, 0.014253652654588223, 6.313608901109546e-05, 8.568927114538383e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.006236463785171509, 0.9935209155082703, 0.00024187183589674532, 6.514394499390619e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.13263627886772156, 0.8518031239509583, 0.014488628134131432, 0.0010719657875597477]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.04424501582980156, 0.9521469473838806, 0.0035612143110483885, 4.680781421484426e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7550451755523682, 0.24495482444763184, 2.9652023059156818e-09, 1.032713292659082e-08]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0012301526730880141, 0.0016982033848762512, 0.8785408735275269, 0.1185307577252388]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8135889172554016, 0.186332106590271, 7.872040441725403e-05, 1.7636064342241298e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00011741667549358681, 0.999213695526123, 0.0005862564430572093, 8.270494436146691e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9792253971099854, 0.020681899040937424, 2.7303165552439168e-05, 6.533811392728239e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.032341890037059784, 4.432461082615191e-06, 0.04391045868396759, 0.9237431883811951]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0022149512078613043, 3.2664965488038433e-07, 0.12721876800060272, 0.8705659508705139]"
global_mixed_subjects,train,mi,nn_erm,0,1,"[0.04776104912161827, 0.9485074281692505, 0.003712462028488517, 1.9153385437675752e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8621472120285034, 0.13211192190647125, 0.005633745342493057, 0.00010712896619224921]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[3.458388528088108e-05, 2.2088495825300924e-05, 0.9019084572792053, 0.09803488850593567]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00767830153927207, 0.9759654998779297, 0.0019418729934841394, 0.01441437378525734]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.022206179797649384, 0.8220825791358948, 0.15571078658103943, 4.905588752990298e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.03130127489566803, 0.9624642133712769, 0.0035503478720784187, 0.0026842402294278145]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.06644695997238159, 0.9335155487060547, 3.6867802464257693e-06, 3.378976907697506e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.008356472477316856, 0.014854243025183678, 0.004353533033281565, 0.9724358320236206]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.05002070218324661, 0.9499107599258423, 6.84273982187733e-05, 1.3586165437118325e-07]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.000722492637578398, 7.040028867777437e-05, 0.2904190719127655, 0.7087880373001099]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.05823708325624466, 0.4399435520172119, 0.45689666271209717, 0.04492269083857536]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.5100827217102051, 0.4890688359737396, 0.0008469995227642357, 1.4333438684843713e-06]"
global_mixed_subjects,train,mi,nn_erm,0,1,"[0.4754575490951538, 0.5245423316955566, 5.932224667049013e-08, 1.5515081441819234e-09]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7755559086799622, 0.21277223527431488, 0.011478468775749207, 0.00019343453459441662]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.026600562036037445, 0.9733762145042419, 2.323415901628323e-05, 1.353604339726644e-08]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00094633549451828, 0.002652378287166357, 0.9961689114570618, 0.00023234801483340561]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.002055273624137044, 0.00010007523087551817, 0.7295705080032349, 0.26827409863471985]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0003971925179939717, 5.3461808420252055e-05, 0.0014918845845386386, 0.9980574250221252]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0009819814004004002, 0.9946475625038147, 0.001588962390087545, 0.002781424904242158]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9996688365936279, 4.88601544930134e-05, 2.334149758098647e-05, 0.00025895205908454955]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.6539632678031921, 0.3460160195827484, 2.0567700630635954e-05, 1.1146307343778972e-07]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.000267654046183452, 1.6739164493628778e-05, 0.0742371678352356, 0.9254783391952515]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.13786904513835907, 0.8609252572059631, 0.0012043103342875838, 1.368691528114141e-06]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.000639138394035399, 0.9991550445556641, 0.00018704717513173819, 1.878343209682498e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9814790487289429, 0.01793387345969677, 3.599475166993216e-05, 0.0005511027411557734]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0017514409264549613, 8.869810699252412e-06, 0.21595951914787292, 0.7822802066802979]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00011563045700313523, 6.264759576879442e-05, 0.9856707453727722, 0.01415103580802679]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[3.7269448966981145e-06, 0.0001807291409932077, 0.3849283754825592, 0.6148871183395386]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9955244064331055, 0.0018681744113564491, 1.4325865777209401e-05, 0.0025930318515747786]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.011397073976695538, 0.983784556388855, 0.004815265070647001, 3.074905407629558e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.6738237738609314, 0.2329360991716385, 0.003776619676500559, 0.08946354687213898]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00701726833358407, 8.45521135488525e-05, 0.9124808311462402, 0.08041736483573914]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999920129776001, 2.3996413744953315e-09, 7.922356530798425e-07, 7.1068425313569605e-06]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.008162686601281166, 0.15609736740589142, 0.8321952223777771, 0.003544691950082779]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0017769320402294397, 0.000879898143466562, 0.9910653233528137, 0.006277925334870815]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.050716664642095566, 1.818674917331009e-07, 0.012919475324451923, 0.9363635778427124]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9997943043708801, 0.00016919132031034678, 8.553604402550263e-08, 3.643367381300777e-05]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7365559339523315, 0.24827563762664795, 0.015012149699032307, 0.00015630167035851628]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.002012606244534254, 2.597124080239155e-07, 0.01276408787816763, 0.9852230548858643]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0017595690442249179, 0.9980828762054443, 0.00014967529568821192, 7.897287105151918e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7080472707748413, 8.329291631525848e-06, 0.01806660182774067, 0.27387771010398865]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.020414626225829124, 2.1955011106911115e-05, 0.036551300436258316, 0.9430121779441833]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0009281310485675931, 0.9990371465682983, 3.463498433120549e-05, 1.1306626390705787e-07]"
global_mixed_subjects,train,mi,nn_erm,0,1,"[0.29419729113578796, 0.7052263617515564, 0.0005247205845080316, 5.168962161405943e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.8354056010139175e-05, 0.0008211519452743232, 0.17485620081424713, 0.8243042230606079]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00046430242946371436, 0.9995356798171997, 1.0510023962240211e-08, 5.5004889532028756e-11]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[9.071497515833471e-06, 4.937120934300765e-07, 3.48970279446803e-05, 0.9999555349349976]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0037861173041164875, 5.467602477438049e-07, 0.9152541160583496, 0.08095919340848923]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.19160470366477966, 0.7882559299468994, 0.019864138215780258, 0.000275222904747352]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[4.110519148525782e-05, 0.0007730050128884614, 0.8754518628120422, 0.1237340047955513]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.912572979927063, 0.0872894674539566, 0.0001279698481084779, 9.574983778293245e-06]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.020623687654733658, 0.008193079382181168, 0.8773547410964966, 0.09382853657007217]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.09175845980644226, 0.9081106185913086, 0.00012105893983971328, 9.898702046484686e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0061377910897135735, 1.3867014558854862e-06, 0.06383702158927917, 0.9300237894058228]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9057137966156006, 0.0038466390687972307, 0.08840029686689377, 0.0020393168088048697]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.09626764059066772, 0.683473527431488, 0.21800276637077332, 0.002256100531667471]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9430041909217834, 0.05676793307065964, 0.0002209413651144132, 7.002810434642015e-06]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9259812831878662, 0.07401871681213379, 6.097197857712899e-09, 2.660748732452589e-09]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0008380023646168411, 0.0002045819564955309, 0.7977685928344727, 0.20118878781795502]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.014483658596873283, 0.07627438753843307, 0.07221543788909912, 0.8370265364646912]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.4634666715428466e-06, 2.751796124300654e-08, 0.9670906066894531, 0.0329069085419178]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0001500347862020135, 0.019938891753554344, 0.8564164638519287, 0.12349449843168259]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0010097991907969117, 0.996683657169342, 0.0007468449766747653, 0.0015597103629261255]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.020919689908623695, 0.045148883014917374, 0.8946532607078552, 0.039278119802474976]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00802682340145111, 1.4438685980167065e-07, 0.0006867326446808875, 0.9912863373756409]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0006803189753554761, 0.9993168115615845, 2.8644624308071798e-06, 4.3054404486042586e-09]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0003376513486728072, 0.005203773733228445, 0.9420167207717896, 0.05244182422757149]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00014771540008950979, 0.011355367489159107, 0.9365164041519165, 0.051980506628751755]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.01625099591910839, 0.9833602905273438, 0.0003741807013284415, 1.4546203601639718e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.006222988478839397, 0.0005233214469626546, 0.9747458100318909, 0.0185078252106905]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.00015266620903275907, 7.032842404441908e-05, 0.998175859451294, 0.0016010981053113937]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.002155938418582082, 0.015205559320747852, 0.9732068181037903, 0.00943169929087162]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.014725041575729847, 0.9852747917175293, 1.3459408876315138e-07, 2.2559902834728973e-09]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.38229742646217346, 0.6131832599639893, 0.00027617820887826383, 0.004243222065269947]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[6.129614575911546e-07, 4.726006253008563e-10, 0.999981164932251, 1.8196962628280744e-05]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.03174896538257599, 0.878970205783844, 0.07951974123716354, 0.009760999120771885]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[9.538971426081844e-06, 3.302031836938113e-05, 0.9128809571266174, 0.08707647770643234]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.011137023568153381, 0.9888617396354675, 1.2196693432997563e-06, 3.024026540288105e-08]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00044660933781415224, 0.00013724090240430087, 0.08278590440750122, 0.9166302680969238]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0005527433240786195, 0.9993638396263123, 6.316592043731362e-05, 2.0235533156665042e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.0006872722879052162, 7.617166630780048e-08, 0.9908843636512756, 0.00842833798378706]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.8863295316696167, 0.11311785131692886, 0.0005305828526616096, 2.2023970814188942e-05]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00037771384813822806, 0.007708103861659765, 0.06128983572125435, 0.93062424659729]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.032358527183532715, 0.07865839451551437, 0.8799448013305664, 0.0090383505448699]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[5.640259246320056e-07, 4.521259597822791e-06, 0.9599100947380066, 0.040084805339574814]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.006140450946986675, 0.9829628467559814, 0.010698530822992325, 0.00019817950669676065]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0006102151819504797, 0.013774492777884007, 0.03730916231870651, 0.9483060240745544]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0006516814464703202, 2.4927587105594284e-07, 0.023628948256373405, 0.975719153881073]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[4.95161657454446e-06, 3.5016346373595297e-06, 0.9862725734710693, 0.013719061389565468]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9022178649902344, 0.07542675733566284, 0.008097503334283829, 0.014257777482271194]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.979910135269165, 0.020002378150820732, 8.607063500676304e-05, 1.3436857670967584e-06]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[6.634596502408385e-06, 2.880350393752451e-06, 0.057557594031095505, 0.9424328804016113]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0008645081543363631, 0.9991198182106018, 1.5676509065087885e-05, 1.4628753319811949e-08]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.3465217324769583e-08, 2.007150499139243e-07, 0.7030408978462219, 0.29695895314216614]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[8.21508074295707e-05, 0.0003484538465272635, 0.08199048787355423, 0.9175788760185242]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.002766596619039774, 7.574985647806898e-05, 0.012991353869438171, 0.9841662645339966]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.830466091632843, 0.1694737672805786, 5.944702570559457e-05, 6.808287480453146e-07]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.0023676706477999687, 0.0491277351975441, 0.17626871168613434, 0.7722359299659729]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0007992913597263396, 0.99896240234375, 0.00022753856319468468, 1.0675379598978907e-05]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[3.889986328431405e-05, 6.472723725892138e-07, 0.9434561133384705, 0.056504346430301666]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.6727427840232849, 0.24854859709739685, 0.07850777357816696, 0.00020089310419280082]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[1.319413740930031e-06, 3.6243289258663935e-08, 0.11122699081897736, 0.8887717127799988]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.02169516496360302, 0.978253185749054, 5.1645874918904155e-05, 3.576799301185929e-08]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.1443534642457962, 0.7500351667404175, 0.1041543185710907, 0.0014570396160706878]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.009953279048204422, 0.010884019546210766, 0.026412298902869225, 0.9527503848075867]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[4.324965175328543e-06, 0.00040357443504035473, 0.49018698930740356, 0.5094050765037537]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.012901125475764275, 0.08583597838878632, 0.8709772229194641, 0.030285656452178955]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[6.495259003713727e-05, 0.996183454990387, 0.002501368522644043, 0.0012502704048529267]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.18205632269382477, 0.002553770085796714, 0.8130530118942261, 0.0023369297850877047]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.013501696288585663, 0.9864689111709595, 2.8511594791780226e-05, 9.60355805545987e-07]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.27803343534469604, 0.7150617837905884, 0.005099412985146046, 0.0018053093226626515]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.0002572349621914327, 0.9997391104698181, 3.634433141996851e-06, 3.814376370314676e-09]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.00024467374896630645, 1.8217408026544035e-08, 0.013316905125975609, 0.9864383935928345]"
global_mixed_subjects,train,mi,nn_erm,3,2,"[0.003727835137397051, 1.4356008932736586e-06, 0.7024869322776794, 0.2937838137149811]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7715867757797241, 0.1330874115228653, 0.009234032593667507, 0.08609186857938766]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.9999957084655762, 4.327701844886178e-06, 1.4994640251675406e-10, 1.1565729707285755e-08]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[2.376878683207906e-06, 0.0005042910925112665, 0.8301864862442017, 0.16930681467056274]"
global_mixed_subjects,train,mi,nn_erm,3,3,"[0.15571971237659454, 0.0018519120058044791, 0.011699995957314968, 0.8307284116744995]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7029422521591187, 0.2966699004173279, 5.985319148749113e-06, 0.00038185386802069843]"
global_mixed_subjects,train,mi,nn_erm,0,0,"[0.7671002745628357, 0.23235608637332916, 6.517332803923637e-05, 0.00047845239168964326]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[5.346055331756361e-07, 2.9469218176814138e-08, 0.9979769587516785, 0.0020224908366799355]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.00029464566614478827, 0.9995860457420349, 0.00011587252811295912, 3.466963335085893e-06]"
global_mixed_subjects,train,mi,nn_erm,1,1,"[0.02979501150548458, 0.962235152721405, 0.007524257525801659, 0.0004456687020137906]"
global_mixed_subjects,train,mi,nn_erm,2,2,"[0.004327372182160616, 0.0018006181344389915, 0.9850496649742126, 0.00882227998226881]"
