subject,session_test,split_type,split,fs_method,model,y_true,y_pred,y_prob
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[6.495254467608902e-08, 0.0011805742979049683, 0.9902774691581726, 0.008541790768504143]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[2.839671878973604e-06, 3.419308995944448e-06, 0.02440081723034382, 0.9755929708480835]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.03153413161635399, 0.968444287776947, 1.1676241911118268e-06, 2.047787893388886e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0005883188568986952, 0.0003539441095199436, 0.9890308976173401, 0.010026820003986359]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9261675477027893, 0.01360200997442007, 0.05072508007287979, 0.00950529146939516]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9956846237182617, 0.00419592997059226, 0.00011092366912635043, 8.438695658696815e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9959129691123962, 0.004084393382072449, 2.3556130201995984e-07, 2.428290144962375e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.038600265979766846, 0.0004992538597434759, 0.060187067836523056, 0.900713324546814]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.03265449404716492, 0.9672814607620239, 5.8255722251487896e-05, 5.750417130911956e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9606508612632751, 0.03906726837158203, 1.0331307748856489e-05, 0.0002715974405873567]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[2.5091485440498218e-05, 1.8998009181814268e-05, 0.9979986548423767, 0.001957166939973831]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.98636394739151, 0.0121927410364151, 3.800103149842471e-05, 0.0014053519116714597]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[1.13626413167367e-06, 0.0001817075244616717, 0.9996780157089233, 0.0001391362166032195]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.04250868037343025, 0.9568662047386169, 3.446585878918995e-06, 0.0006217100890353322]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[5.474768840940669e-05, 4.579381857183762e-05, 0.023743966594338417, 0.9761554002761841]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9587815403938293, 0.036020442843437195, 0.000404252641601488, 0.004793733358383179]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[1.8714248994911031e-07, 4.5770993892801926e-05, 0.9573991894721985, 0.042554888874292374]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[4.6291206672322005e-05, 0.0013678671093657613, 0.9699192047119141, 0.02866664156317711]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9839746356010437, 0.014979129657149315, 6.954796117497608e-05, 0.000976649229414761]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.01627146638929844, 0.00017754801956471056, 0.9819338917732239, 0.0016171374591067433]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.032688453793525696, 0.9669103026390076, 0.00011080152034992352, 0.00029049537261016667]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[4.6455645019705116e-07, 6.662599480478093e-05, 0.051554951816797256, 0.9483779668807983]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.00031949003459885716, 0.0022965569514781237, 0.0010538269998505712, 0.9963300824165344]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.04270090162754059, 0.0026040019001811743, 0.08442416042089462, 0.8702709674835205]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0039009402971714735, 0.01075910683721304, 0.9354353547096252, 0.04990467056632042]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9371539354324341, 0.06284180283546448, 4.172683929937193e-06, 1.8760313480470359e-07]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[9.018825949169695e-05, 1.5017877558420878e-05, 0.029272500425577164, 0.9706223011016846]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.021301131695508957, 0.9672693014144897, 0.004963936749845743, 0.006465642247349024]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.006992069073021412, 0.014386924915015697, 0.010047946125268936, 0.9685730934143066]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[8.303786307806149e-05, 0.9993933439254761, 0.0005062947166152298, 1.7310183466179296e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9744253754615784, 0.00504210963845253, 0.016697118058800697, 0.00383538706228137]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[1.5701724365158043e-08, 7.774377763780649e-07, 0.9897063970565796, 0.01029282994568348]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.06931903213262558, 0.9007276296615601, 0.002310957759618759, 0.027642352506518364]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9932830333709717, 0.006715151481330395, 4.953504828542066e-10, 1.7834728396337596e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.003529847599565983, 0.05398506671190262, 0.9354687333106995, 0.007016446441411972]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.018833564594388008, 0.0007394468993879855, 0.9688930511474609, 0.011533981189131737]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.993682861328125, 0.003649946069344878, 0.0004623467393685132, 0.0022049001418054104]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.03181378170847893, 0.001231110654771328, 0.9657678008079529, 0.0011873217299580574]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0010726343607529998, 0.000732444052118808, 0.005613337270915508, 0.9925816059112549]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.004789998289197683, 0.00209898897446692, 0.026536833494901657, 0.9665742516517639]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[1.7951097106561065e-05, 0.9991315007209778, 0.0008432402973994613, 7.329580512305256e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9872577786445618, 0.00442273635417223, 0.00019634542695712298, 0.00812316033989191]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.038945965468883514, 0.9480236172676086, 0.008319783955812454, 0.0047106207348406315]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.005645961035043001, 0.0004777564899995923, 0.006205791141837835, 0.9876704216003418]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.06973164528608322, 0.9085017442703247, 0.01684374362230301, 0.0049228304997086525]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0006526009528897703, 0.0005633339751511812, 0.05793466046452522, 0.9408493638038635]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[7.528634426989811e-08, 1.6176640201592818e-05, 0.9997320771217346, 0.0002516662352718413]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.014034402556717396, 0.985913097858429, 1.5435720342793502e-05, 3.700108209159225e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.115221306681633, 0.8844227194786072, 0.00014646178169641644, 0.00020951588521711528]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.009675825014710426, 0.9789834022521973, 0.011331160552799702, 9.736764695844613e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.016337541863322258, 0.00019152395543642342, 0.9833381772041321, 0.00013279337144922465]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.019630303606390953, 0.002694712020456791, 0.018231578171253204, 0.9594434499740601]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9758877158164978, 0.020988473668694496, 0.003120998851954937, 2.754441084107384e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.0017458397196605802, 0.9978427886962891, 0.0004026805399917066, 8.631553100713063e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[5.56595841771923e-06, 0.00013138238864485174, 0.010374658741056919, 0.9894883036613464]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9547753930091858, 0.04245615750551224, 0.002766821999102831, 1.6520825738552958e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0028362716548144817, 3.378131395948003e-06, 0.9959119558334351, 0.0012484310427680612]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.003847261890769005, 0.0001646604941925034, 0.9948247671127319, 0.0011633323738351464]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0015443481970578432, 0.005460378248244524, 0.058694370090961456, 0.93430095911026]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9769933819770813, 0.02270365133881569, 0.00030228987452574074, 5.75293029214663e-07]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.981397271156311, 0.008949551731348038, 0.00956304557621479, 9.013281669467688e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.005915287882089615, 0.0008914959616959095, 0.9929952025413513, 0.0001980332308448851]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[5.0190850743092597e-05, 0.9999135732650757, 3.4640452213352546e-05, 1.593992692505708e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0015803487040102482, 0.0001682702568359673, 0.0014446694403886795, 0.9968067407608032]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0006922879256308079, 7.52978230593726e-05, 0.006225676275789738, 0.993006706237793]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.006358145736157894, 0.0005587851628661156, 0.009775755926966667, 0.9833072423934937]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.05330175906419754, 0.9156461358070374, 0.03101891092956066, 3.3138123399112374e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9997504353523254, 0.00024481286527588964, 4.376118340587709e-06, 3.881481518419605e-07]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[1.1350547538313549e-05, 6.39535073787556e-07, 0.999884843826294, 0.00010319177090423182]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.012851882725954056, 0.9871464967727661, 1.5233550811899477e-06, 8.415602081868201e-08]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[4.116134368814528e-05, 1.3469045370584354e-05, 0.0005287944222800434, 0.9994165897369385]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9880180358886719, 0.011980904266238213, 1.086027054952865e-06, 8.359488212761335e-09]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[3.1552579002891434e-06, 1.2332480991972261e-06, 0.0005251739057712257, 0.9994705319404602]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.004128375090658665, 0.002254482824355364, 0.9397971630096436, 0.05381998419761658]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.018595289438962936, 0.9795932769775391, 0.0011289084795862436, 0.0006825627642683685]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.00032348022796213627, 8.132598304655403e-05, 0.00896510947495699, 0.9906300902366638]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[6.8526528593793046e-06, 3.255144974900759e-06, 0.010017468594014645, 0.9899723529815674]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9940370321273804, 0.003172626020386815, 0.0027847366873174906, 5.574114311457379e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.0011870786547660828, 0.998382568359375, 0.0004248091427143663, 5.54213011128013e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.016722416505217552, 0.9729517698287964, 0.010325891897082329, 7.157034409566165e-10]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.023683292791247368, 0.01071908138692379, 0.9637601375579834, 0.0018374756909906864]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[6.41809128865134e-06, 3.7859721487620845e-05, 0.011505606584250927, 0.9884501695632935]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.031403928995132446, 0.9674307107925415, 0.0011607717024162412, 4.648544745577965e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9986214637756348, 0.00020336700254119933, 0.0008266968070529401, 0.00034854660043492913]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9867848753929138, 0.0033961208537220955, 0.0038271069061011076, 0.00599191477522254]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.0009125307551585138, 0.00040015610284172, 0.009664643555879593, 0.9890226125717163]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.04429878666996956, 0.9343507885932922, 0.015746133401989937, 0.0056042843498289585]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.8954461812973022, 0.08888137340545654, 0.0029552681371569633, 0.012717173434793949]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.00015458979760296643, 0.00041020955541171134, 0.996417760848999, 0.003017494222149253]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.10467088967561722, 0.8951607942581177, 0.00010782469325931743, 6.05062123213429e-05]"
A01,session1,inter_session,train,pca_32,nn_erm,1,1,"[0.001992002595216036, 0.9938271641731262, 0.003965605050325394, 0.0002152933884644881]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0039093270897865295, 0.002750273095443845, 0.9896160364151001, 0.0037243571132421494]"
A01,session1,inter_session,train,pca_32,nn_erm,0,0,"[0.9644830822944641, 0.0352761447429657, 0.00023696848074905574, 3.8086134281911654e-06]"
A01,session1,inter_session,train,pca_32,nn_erm,3,3,"[0.018989769741892815, 0.00021435684175230563, 0.016578983515501022, 0.9642168879508972]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[5.974774012429407e-06, 0.0003724354028236121, 0.9994864463806152, 0.00013517169281840324]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0014543532161042094, 0.0025906977243721485, 0.9802109599113464, 0.015744036063551903]"
A01,session1,inter_session,train,pca_32,nn_erm,2,2,"[0.0013844239292666316, 0.0003126256924588233, 0.9948503375053406, 0.0034525825176388025]"
